"STATE.UT","DISTRICT","YEAR","MURDER","ATTEMPT.TO.MURDER","CULPABLE.HOMICIDE.NOT.AMOUNTING.TO.MURDER","RAPE","CUSTODIAL.RAPE","OTHER.RAPE","KIDNAPPING...ABDUCTION","KIDNAPPING.AND.ABDUCTION.OF.WOMEN.AND.GIRLS","KIDNAPPING.AND.ABDUCTION.OF.OTHERS","DACOITY","PREPARATION.AND.ASSEMBLY.FOR.DACOITY","ROBBERY","BURGLARY","THEFT","AUTO.THEFT","OTHER.THEFT","RIOTS","CRIMINAL.BREACH.OF.TRUST","CHEATING","COUNTERFIETING","ARSON","HURT.GREVIOUS.HURT","DOWRY.DEATHS","ASSAULT.ON.WOMEN.WITH.INTENT.TO.OUTRAGE.HER.MODESTY","INSULT.TO.MODESTY.OF.WOMEN","CRUELTY.BY.HUSBAND.OR.HIS.RELATIVES","IMPORTATION.OF.GIRLS.FROM.FOREIGN.COUNTRIES","CAUSING.DEATH.BY.NEGLIGENCE","OTHER.IPC.CRIMES","TOTAL.IPC.CRIMES","IS_HYDERABAD","ERA","VIOLENT_CRIMES","PROPERTY_CRIMES","WOMEN_CRIMES","RISK_LEVEL"
"ANDHRA PRADESH","ADILABAD",2001,101,60,17,50,0,50,46,30,16,9,0,41,198,199,22,177,78,16,104,1,30,1131,16,149,34,175,0,181,1518,4154,FALSE,"2001-2005",307,419,374,"LOW"
"ANDHRA PRADESH","ANANTAPUR",2001,151,125,1,23,0,23,53,30,23,8,0,16,191,366,57,309,168,11,65,8,69,1543,7,118,24,154,0,270,754,4125,FALSE,"2001-2005",376,614,303,"LOW"
"ANDHRA PRADESH","CHITTOOR",2001,101,57,2,27,0,27,59,34,25,4,0,14,237,723,164,559,156,33,209,9,38,2088,14,112,83,186,0,404,1262,5818,FALSE,"2001-2005",262,1124,395,"HIGH"
"ANDHRA PRADESH","CUDDAPAH",2001,80,53,1,20,0,20,25,20,5,1,0,4,98,173,36,137,164,12,37,2,23,795,17,126,38,57,0,233,1181,3140,FALSE,"2001-2005",183,307,238,"LOW"
"ANDHRA PRADESH","EAST GODAVARI",2001,82,67,1,23,0,23,49,26,23,4,0,25,437,1021,150,871,70,50,220,3,41,1244,12,109,58,247,0,431,2313,6507,FALSE,"2001-2005",250,1608,426,"HIGH"
"ANDHRA PRADESH","GUNTAKAL RLY.",2001,3,1,0,0,0,0,0,0,0,5,0,2,0,162,0,162,1,0,0,3,0,1,0,1,0,0,0,4,104,287,FALSE,"2001-2005",11,162,1,"LOW"
"ANDHRA PRADESH","GUNTUR",2001,182,88,2,54,0,54,82,51,31,16,3,59,338,1122,171,951,244,67,300,8,43,1792,7,139,129,378,0,369,2426,7848,FALSE,"2001-2005",481,1631,653,"HIGH"
"ANDHRA PRADESH","HYDERABAD CITY",2001,111,113,7,37,0,37,80,39,41,13,0,67,1155,2792,1128,1664,65,101,1293,24,0,3137,24,118,27,746,0,409,1512,11831,TRUE,"2001-2005",421,5075,915,"HIGH"
"ANDHRA PRADESH","KARIMNAGAR",2001,162,85,6,56,0,56,67,49,18,27,1,50,218,392,54,338,220,25,243,5,33,1392,62,414,81,224,0,322,1726,5811,FALSE,"2001-2005",447,664,781,"HIGH"
"ANDHRA PRADESH","KHAMMAM",2001,93,60,1,47,0,47,41,30,11,1,0,13,172,368,34,334,153,35,130,5,73,1026,17,180,336,172,0,209,1450,4582,FALSE,"2001-2005",255,574,705,"LOW"
"ANDHRA PRADESH","KRISHNA",2001,65,51,0,37,0,37,36,21,15,3,0,15,163,478,27,451,70,24,104,1,62,1985,10,208,72,265,0,268,862,4779,FALSE,"2001-2005",207,668,555,"LOW"
"ANDHRA PRADESH","KURNOOL",2001,133,72,4,29,0,29,47,47,0,6,0,22,155,297,6,291,84,6,126,2,5,1547,13,141,107,92,0,292,1401,4581,FALSE,"2001-2005",309,458,353,"LOW"
"ANDHRA PRADESH","MAHABOOBNAGAR",2001,157,67,26,59,0,59,42,27,15,8,0,27,249,316,33,283,157,22,84,0,0,867,14,176,41,69,0,280,2158,4819,FALSE,"2001-2005",360,598,300,"LOW"
"ANDHRA PRADESH","MEDAK",2001,101,56,12,35,0,35,26,20,6,27,0,26,219,286,36,250,100,17,87,4,37,1367,26,100,25,192,0,335,454,3532,FALSE,"2001-2005",271,541,343,"LOW"
"ANDHRA PRADESH","NALGONDA",2001,122,60,1,35,0,35,27,19,8,6,0,28,133,318,43,275,220,13,122,8,72,1132,31,188,59,214,0,432,1781,5002,FALSE,"2001-2005",278,494,492,"LOW"
"ANDHRA PRADESH","NELLORE",2001,89,69,5,46,0,46,90,80,10,12,2,16,244,608,72,536,97,20,177,3,65,1119,10,207,228,287,0,266,1585,5245,FALSE,"2001-2005",322,924,732,"LOW"
"ANDHRA PRADESH","NIZAMABAD",2001,106,49,14,21,0,21,38,21,17,7,0,22,158,234,48,186,51,61,122,1,30,1383,19,55,15,228,0,220,787,3621,FALSE,"2001-2005",243,440,317,"LOW"
"ANDHRA PRADESH","PRAKASHAM",2001,102,82,3,19,0,19,31,12,19,15,0,14,147,278,33,245,138,16,88,1,43,1266,5,140,100,119,0,263,808,3678,FALSE,"2001-2005",263,458,364,"LOW"
"ANDHRA PRADESH","RANGA REDDY",2001,214,95,16,72,0,72,106,83,23,24,3,78,1076,1296,347,949,65,67,527,3,67,2829,37,113,55,421,7,593,2103,9867,FALSE,"2001-2005",589,2719,626,"HIGH"
"ANDHRA PRADESH","SECUNDERABAD RLY.",2001,6,0,0,0,0,0,0,0,0,0,0,10,2,296,0,296,1,2,4,25,0,17,1,0,1,0,0,6,68,439,FALSE,"2001-2005",16,298,2,"LOW"
"ANDHRA PRADESH","SRIKAKULAM",2001,38,10,4,8,0,8,12,12,0,1,0,4,118,231,1,230,70,18,53,0,34,679,6,38,47,108,0,167,926,2572,FALSE,"2001-2005",73,350,199,"LOW"
"ANDHRA PRADESH","TOTAL",2001,2602,1555,136,871,0,871,1182,765,417,214,9,629,7220,16751,3051,13700,3001,788,5391,144,872,34947,420,3544,2271,5791,7,7400,34344,130089,FALSE,"2001-2005",7053,27022,12026,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA",2001,53,44,5,25,0,25,70,48,22,3,0,27,491,2057,264,1793,19,34,614,10,17,1578,2,84,122,520,0,234,724,6733,FALSE,"2001-2005",222,2812,728,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA RLY.",2001,2,1,0,1,0,1,0,0,0,0,0,1,0,265,0,265,1,2,3,6,0,9,0,1,1,0,0,2,25,320,FALSE,"2001-2005",5,265,2,"LOW"
"ANDHRA PRADESH","VISAKHA RURAL",2001,58,29,0,12,0,12,12,12,0,4,0,3,76,165,0,165,138,19,39,3,31,1476,3,67,48,99,0,216,685,3183,FALSE,"2001-2005",118,241,217,"LOW"
"ANDHRA PRADESH","VISAKHAPATNAM",2001,22,10,1,13,0,13,13,6,7,1,0,5,323,630,172,458,9,37,192,3,15,325,0,33,462,204,0,196,928,3422,FALSE,"2001-2005",64,1125,699,"LOW"
"ANDHRA PRADESH","VIZIANAGARAM",2001,33,14,1,8,0,8,8,2,6,0,0,2,99,144,0,144,36,11,41,2,12,529,0,40,22,121,0,175,880,2178,FALSE,"2001-2005",65,243,183,"LOW"
"ANDHRA PRADESH","WARANGAL",2001,158,79,5,53,0,53,81,25,56,2,0,23,266,418,79,339,330,6,137,2,0,1718,52,241,0,165,0,269,2314,6319,FALSE,"2001-2005",396,763,458,"HIGH"
"ANDHRA PRADESH","WEST GODAVARI",2001,77,58,1,61,0,61,41,21,20,7,0,15,257,1116,74,1042,96,63,270,2,32,972,15,246,56,348,0,354,1609,5696,FALSE,"2001-2005",259,1447,665,"HIGH"
"ANDHRA PRADESH","ADILABAD",2002,100,79,17,37,0,37,42,32,10,7,0,40,193,226,32,194,80,25,135,0,38,1181,20,174,63,240,0,225,1753,4675,FALSE,"2001-2005",305,451,497,"LOW"
"ANDHRA PRADESH","ANANTAPUR",2002,166,113,7,28,0,28,65,49,16,13,0,21,196,356,59,297,135,37,109,5,57,1752,9,179,37,151,0,312,719,4467,FALSE,"2001-2005",406,611,376,"LOW"
"ANDHRA PRADESH","CHITTOOR",2002,105,66,5,28,0,28,67,39,28,4,0,14,208,832,200,632,71,57,172,1,43,999,16,126,40,188,0,476,2788,6306,FALSE,"2001-2005",284,1240,370,"HIGH"
"ANDHRA PRADESH","CUDDAPAH",2002,91,0,9,16,0,16,27,22,5,1,0,11,84,205,47,158,92,14,52,3,20,788,21,100,36,63,0,275,1416,3324,FALSE,"2001-2005",146,336,220,"LOW"
"ANDHRA PRADESH","EAST GODAVARI",2002,97,102,2,25,0,25,55,5,50,3,0,12,468,1206,213,993,100,89,262,13,40,3076,11,108,73,276,0,473,1440,7931,FALSE,"2001-2005",294,1887,468,"HIGH"
"ANDHRA PRADESH","GUNTAKAL RLY.",2002,0,0,0,1,0,1,0,0,0,0,0,2,0,148,0,148,0,0,0,5,0,5,0,3,0,0,0,4,142,310,FALSE,"2001-2005",3,148,3,"LOW"
"ANDHRA PRADESH","GUNTUR",2002,143,77,1,46,0,46,87,71,16,12,0,53,357,1182,150,1032,144,65,346,10,38,1760,13,186,85,434,0,404,2440,7883,FALSE,"2001-2005",418,1689,718,"HIGH"
"ANDHRA PRADESH","HYDERABAD CITY",2002,117,109,3,57,0,57,115,61,54,11,2,68,1348,3777,1224,2553,128,127,1734,21,8,3714,24,138,123,590,0,440,1759,14413,TRUE,"2001-2005",477,6349,875,"HIGH"
"ANDHRA PRADESH","KARIMNAGAR",2002,160,88,6,99,0,99,62,42,20,18,0,60,216,404,94,310,191,44,357,2,52,2671,45,357,125,209,0,416,1504,7086,FALSE,"2001-2005",487,714,736,"HIGH"
"ANDHRA PRADESH","KHAMMAM",2002,106,55,1,48,0,48,70,55,15,5,0,11,164,431,79,352,107,76,219,1,52,2204,13,191,375,324,0,276,917,5646,FALSE,"2001-2005",295,674,903,"LOW"
"ANDHRA PRADESH","KRISHNA",2002,92,66,3,41,0,41,26,21,5,1,0,4,242,543,32,511,49,19,146,3,42,1940,14,211,110,374,0,278,1114,5318,FALSE,"2001-2005",230,817,709,"LOW"
"ANDHRA PRADESH","KURNOOL",2002,124,98,1,45,0,45,54,24,30,8,0,17,134,308,16,292,76,12,185,8,16,1458,11,166,115,167,0,520,1161,4684,FALSE,"2001-2005",346,458,459,"LOW"
"ANDHRA PRADESH","MAHABOOBNAGAR",2002,171,84,31,85,0,85,57,36,21,5,0,39,241,439,41,398,140,24,91,6,74,906,31,202,42,225,0,353,2108,5354,FALSE,"2001-2005",441,721,500,"LOW"
"ANDHRA PRADESH","MEDAK",2002,103,50,20,68,0,68,46,38,8,18,0,35,272,356,39,317,64,22,105,2,57,1612,25,103,28,251,0,417,554,4208,FALSE,"2001-2005",320,667,407,"LOW"
"ANDHRA PRADESH","NALGONDA",2002,109,53,8,41,0,41,46,37,9,5,0,18,167,321,45,276,87,26,184,6,78,1139,37,232,67,210,0,490,1966,5290,FALSE,"2001-2005",272,533,546,"LOW"
"ANDHRA PRADESH","NELLORE",2002,84,93,4,46,0,46,67,54,13,12,0,23,209,542,68,474,46,39,157,4,58,1223,10,206,226,289,0,290,1612,5240,FALSE,"2001-2005",325,819,731,"LOW"
"ANDHRA PRADESH","NIZAMABAD",2002,93,42,12,35,0,35,29,21,8,13,0,30,179,338,66,272,46,33,138,1,39,1934,17,71,24,278,0,274,791,4417,FALSE,"2001-2005",242,583,390,"LOW"
"ANDHRA PRADESH","PRAKASHAM",2002,67,79,2,21,0,21,32,25,7,12,0,13,132,259,45,214,124,27,86,4,48,1153,5,156,18,142,0,248,1008,3636,FALSE,"2001-2005",224,436,321,"LOW"
"ANDHRA PRADESH","RANGA REDDY",2002,214,107,12,49,0,49,104,70,34,22,1,62,1009,1450,452,998,61,88,597,4,81,3224,51,143,93,508,0,774,1948,10602,FALSE,"2001-2005",558,2911,795,"HIGH"
"ANDHRA PRADESH","SECUNDERABAD RLY.",2002,12,0,1,0,0,0,0,0,0,0,0,3,3,350,0,350,0,2,2,23,0,8,0,0,0,0,0,0,40,444,FALSE,"2001-2005",15,353,0,"LOW"
"ANDHRA PRADESH","SRIKAKULAM",2002,27,9,2,14,0,14,10,9,1,2,0,2,100,235,13,222,28,24,58,2,28,641,4,60,16,114,0,171,939,2486,FALSE,"2001-2005",64,348,194,"LOW"
"ANDHRA PRADESH","TOTAL",2002,2525,1644,165,1002,0,1002,1302,854,448,197,3,648,7628,19222,3544,15678,2140,1050,6733,155,991,39839,449,3799,2024,7018,0,8691,36385,143610,FALSE,"2001-2005",7318,30394,13290,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA",2002,39,49,3,31,0,31,78,43,35,3,0,56,723,2808,278,2530,5,34,784,6,42,1950,9,119,171,869,0,247,1057,9083,FALSE,"2001-2005",256,3809,1168,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA RLY.",2002,3,0,0,1,0,1,1,0,1,0,0,1,0,328,2,326,0,0,5,7,0,10,0,2,0,2,0,3,47,410,FALSE,"2001-2005",6,330,4,"LOW"
"ANDHRA PRADESH","VISAKHA RURAL",2002,54,25,0,14,0,14,7,0,7,4,0,4,97,195,0,195,36,24,40,0,21,717,2,65,41,85,0,237,1001,2669,FALSE,"2001-2005",108,292,193,"LOW"
"ANDHRA PRADESH","VISAKHAPATNAM",2002,20,15,1,8,0,8,15,10,5,1,0,7,250,573,173,400,13,27,240,5,6,375,3,28,18,235,0,179,819,2838,FALSE,"2001-2005",66,996,284,"LOW"
"ANDHRA PRADESH","VIZIANAGARAM",2002,28,22,1,12,0,12,9,0,9,3,0,3,105,171,0,171,9,13,51,0,6,471,1,38,25,190,0,147,1127,2432,FALSE,"2001-2005",77,276,254,"LOW"
"ANDHRA PRADESH","WARANGAL",2002,131,72,11,52,0,52,72,58,14,7,0,20,245,413,56,357,240,41,175,5,0,1812,45,212,0,157,0,317,2370,6397,FALSE,"2001-2005",354,714,414,"HIGH"
"ANDHRA PRADESH","WEST GODAVARI",2002,69,91,2,54,0,54,59,32,27,7,0,19,286,826,120,706,68,61,303,8,47,1116,12,223,73,447,0,445,1845,6061,FALSE,"2001-2005",299,1232,755,"HIGH"
"ANDHRA PRADESH","ADILABAD",2003,107,65,11,35,0,35,46,16,30,8,0,24,207,284,35,249,98,19,146,1,42,1194,11,141,39,238,0,248,1917,4881,FALSE,"2001-2005",285,526,429,"LOW"
"ANDHRA PRADESH","ANANTAPUR",2003,173,115,9,19,0,19,60,45,15,4,0,17,190,358,90,268,144,33,84,10,40,1873,4,224,45,146,0,306,728,4582,FALSE,"2001-2005",388,638,419,"LOW"
"ANDHRA PRADESH","CHITTOOR",2003,109,80,1,36,0,36,90,34,56,5,0,18,304,901,142,759,66,47,292,22,27,1049,23,121,173,60,0,522,2678,6624,FALSE,"2001-2005",338,1347,377,"HIGH"
"ANDHRA PRADESH","CUDDAPAH",2003,95,7,4,10,0,10,37,28,9,4,0,9,109,199,33,166,74,17,65,8,35,815,5,104,31,60,0,267,1492,3447,FALSE,"2001-2005",162,341,200,"LOW"
"ANDHRA PRADESH","CYBERABAD",2003,155,101,4,31,0,31,102,62,40,14,0,56,1041,1489,291,1198,49,67,691,8,45,1203,25,96,78,543,1,787,3719,10305,FALSE,"2001-2005",459,2821,742,"HIGH"
"ANDHRA PRADESH","EAST GODAVARI",2003,73,78,2,18,0,18,59,35,24,4,0,17,569,1162,178,984,79,83,252,21,71,2918,11,150,110,357,0,424,1158,7616,FALSE,"2001-2005",249,1909,628,"HIGH"
"ANDHRA PRADESH","GUNTAKAL RLY.",2003,4,0,0,1,0,1,1,1,0,0,0,5,0,209,0,209,0,0,0,6,0,9,0,2,0,0,0,2,129,368,FALSE,"2001-2005",11,209,2,"LOW"
"ANDHRA PRADESH","GUNTUR",2003,210,84,2,46,0,46,95,77,18,16,0,28,316,1173,228,945,124,82,368,12,69,1633,22,228,99,399,0,411,2298,7715,FALSE,"2001-2005",479,1717,748,"HIGH"
"ANDHRA PRADESH","HYDERABAD CITY",2003,124,132,5,57,0,57,155,64,91,18,1,91,1875,6574,2195,4379,231,158,2093,21,68,4595,42,165,296,1082,0,489,1980,20252,TRUE,"2001-2005",577,10644,1585,"HIGH"
"ANDHRA PRADESH","KARIMNAGAR",2003,153,105,11,88,0,88,89,67,22,12,1,43,261,460,18,442,180,46,376,10,48,2771,53,362,132,602,1,363,1542,7709,FALSE,"2001-2005",490,739,1149,"HIGH"
"ANDHRA PRADESH","KHAMMAM",2003,89,44,6,45,0,45,41,35,6,6,0,8,211,364,86,278,120,32,144,8,45,2246,17,162,246,180,0,339,826,5179,FALSE,"2001-2005",233,661,605,"LOW"
"ANDHRA PRADESH","KRISHNA",2003,66,65,3,45,0,45,55,16,39,2,0,12,233,601,37,564,50,28,170,13,48,1992,20,186,107,317,0,245,1025,5283,FALSE,"2001-2005",245,871,630,"LOW"
"ANDHRA PRADESH","KURNOOL",2003,125,101,4,28,0,28,35,16,19,8,0,24,146,262,18,244,88,18,196,17,34,1113,11,231,131,202,0,249,1752,4775,FALSE,"2001-2005",321,426,575,"LOW"
"ANDHRA PRADESH","MAHABOOBNAGAR",2003,191,108,22,69,0,69,46,33,13,5,0,33,270,452,39,413,117,32,104,9,69,931,19,179,36,238,0,247,2213,5390,FALSE,"2001-2005",452,761,472,"LOW"
"ANDHRA PRADESH","MEDAK",2003,124,36,16,30,0,30,52,37,15,10,0,50,300,502,75,427,84,20,100,6,60,1848,44,128,37,174,0,403,794,4818,FALSE,"2001-2005",302,877,383,"LOW"
"ANDHRA PRADESH","NALGONDA",2003,142,68,5,62,0,62,49,37,12,9,0,24,165,354,71,283,177,31,154,4,46,1258,33,249,51,319,0,448,2003,5651,FALSE,"2001-2005",354,590,652,"LOW"
"ANDHRA PRADESH","NELLORE",2003,80,70,1,27,0,27,63,58,5,2,2,12,232,569,89,480,67,25,172,10,67,1898,10,204,97,231,0,321,1792,5952,FALSE,"2001-2005",254,890,542,"HIGH"
"ANDHRA PRADESH","NIZAMABAD",2003,90,49,20,29,0,29,35,7,28,7,0,32,241,332,38,294,52,22,182,10,36,2135,11,61,32,329,3,256,710,4674,FALSE,"2001-2005",242,611,433,"LOW"
"ANDHRA PRADESH","PRAKASHAM",2003,94,36,5,22,0,22,42,31,11,9,0,19,143,346,59,287,38,22,101,7,26,1450,13,133,149,114,0,246,705,3720,FALSE,"2001-2005",222,548,409,"LOW"
"ANDHRA PRADESH","RANGA REDDY",2003,65,30,3,14,0,14,23,14,9,0,0,10,135,134,2,132,32,5,47,0,35,837,12,71,12,113,0,128,274,1980,FALSE,"2001-2005",142,271,208,"LOW"
"ANDHRA PRADESH","SECUNDERABAD RLY.",2003,10,0,0,0,0,0,0,0,0,4,0,5,0,413,0,413,6,0,2,26,0,7,0,0,0,0,0,0,63,536,FALSE,"2001-2005",19,413,0,"LOW"
"ANDHRA PRADESH","SRIKAKULAM",2003,39,32,4,9,0,9,8,4,4,7,0,4,102,167,20,147,43,25,71,2,24,654,7,58,44,147,0,215,1001,2663,FALSE,"2001-2005",99,289,256,"LOW"
"ANDHRA PRADESH","TOTAL",2003,2667,1678,147,946,0,946,1485,931,554,176,5,660,9050,23408,4521,18887,2328,1099,7581,318,1049,41545,466,4128,2286,8167,5,8515,39242,156951,FALSE,"2001-2005",7612,36979,15047,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA",2003,34,58,0,27,0,27,63,45,18,5,0,61,876,3417,351,3066,17,54,816,27,21,2101,7,170,146,1208,0,249,727,10084,FALSE,"2001-2005",248,4644,1531,"HIGH"
"ANDHRA PRADESH","VIJAYAWADA RLY.",2003,0,0,0,0,0,0,0,0,0,0,0,2,0,360,2,358,0,0,6,2,1,11,0,0,3,0,0,9,36,430,FALSE,"2001-2005",2,362,3,"LOW"
"ANDHRA PRADESH","VISAKHA RURAL",2003,61,5,1,15,0,15,15,15,0,0,1,6,115,194,0,194,30,15,58,6,35,654,3,54,16,89,0,227,999,2599,FALSE,"2001-2005",102,309,162,"LOW"
"ANDHRA PRADESH","VISAKHAPATNAM",2003,19,21,0,9,0,9,30,20,10,4,0,5,281,532,174,358,1,81,290,24,3,362,3,11,30,146,0,195,1214,3261,FALSE,"2001-2005",88,987,190,"LOW"
"ANDHRA PRADESH","VIZIANAGARAM",2003,30,16,1,6,0,6,3,0,3,1,0,8,106,134,1,133,13,25,33,5,0,436,4,34,25,127,0,162,981,2150,FALSE,"2001-2005",64,241,190,"LOW"
"ANDHRA PRADESH","WARANGAL",2003,128,80,3,61,0,61,103,69,34,6,0,23,293,452,133,319,276,43,224,11,0,1821,35,222,0,162,0,334,2550,6827,FALSE,"2001-2005",401,878,419,"HIGH"
"ANDHRA PRADESH","WEST GODAVARI",2003,77,92,4,107,0,107,88,65,23,6,0,14,329,1014,116,898,72,69,344,12,54,1731,21,382,121,584,0,423,1936,7480,FALSE,"2001-2005",384,1459,1108,"HIGH"
"ANDHRA PRADESH","ADILABAD",2004,113,83,11,50,0,50,48,42,6,4,0,9,177,256,46,210,88,34,152,5,30,1266,14,135,71,296,0,271,1898,5011,FALSE,"2001-2005",307,479,516,"LOW"
"ANDHRA PRADESH","ANANTAPUR",2004,152,79,5,20,0,20,51,31,20,8,0,35,208,442,199,243,143,24,119,2,51,1142,11,196,50,147,0,299,1112,4296,FALSE,"2001-2005",345,849,404,"LOW"
"ANDHRA PRADESH","CHITTOOR",2004,105,52,1,28,0,28,69,27,42,8,0,17,337,1055,221,834,82,26,267,3,30,1065,22,116,197,234,0,2058,1188,6960,FALSE,"2001-2005",279,1613,569,"HIGH"
"ANDHRA PRADESH","CUDDAPAH",2004,96,58,0,14,0,14,39,31,8,3,0,5,111,275,68,207,74,16,120,1,37,1153,7,118,49,120,0,317,1494,4107,FALSE,"2001-2005",215,454,294,"LOW"
"ANDHRA PRADESH","CYBERABAD",2004,145,74,8,40,0,40,69,69,0,12,0,43,941,1697,405,1292,32,29,647,6,21,2922,43,106,85,517,0,788,1686,9911,FALSE,"2001-2005",383,3043,751,"HIGH"
"ANDHRA PRADESH","EAST GODAVARI",2004,96,101,1,31,0,31,47,23,24,3,0,17,392,1106,171,935,105,86,251,12,23,3023,13,112,105,293,0,473,1451,7741,FALSE,"2001-2005",295,1669,523,"HIGH"
"ANDHRA PRADESH","GUNTAKAL RLY.",2004,8,1,0,0,0,0,0,0,0,1,0,1,0,177,0,177,0,0,2,5,0,7,0,1,0,0,0,2,133,338,FALSE,"2001-2005",11,177,1,"LOW"
"ANDHRA PRADESH","GUNTUR",2004,163,96,0,46,0,46,88,60,28,5,0,36,349,1479,110,1369,133,44,405,9,58,1714,32,186,104,397,0,437,2763,8544,FALSE,"2001-2005",434,1938,719,"HIGH"
"ANDHRA PRADESH","HYDERABAD CITY",2004,121,135,1,56,0,56,136,62,74,11,2,71,1359,5735,2078,3657,141,110,2160,19,37,4837,29,144,206,1142,2,482,1932,18868,TRUE,"2001-2005",530,9172,1521,"HIGH"
"ANDHRA PRADESH","KARIMNAGAR",2004,123,93,9,85,0,85,124,98,26,7,0,25,236,540,75,465,184,55,444,12,64,2902,61,370,155,717,0,360,1482,8048,FALSE,"2001-2005",457,851,1303,"HIGH"
"ANDHRA PRADESH","KHAMMAM",2004,108,52,4,43,0,43,70,46,24,6,0,23,242,482,85,397,122,37,166,0,45,1136,18,176,310,400,0,352,2136,5928,FALSE,"2001-2005",302,809,904,"HIGH"
"ANDHRA PRADESH","KRISHNA",2004,60,57,1,33,0,33,28,13,15,4,0,13,197,732,31,701,53,16,162,8,31,2070,13,182,108,362,0,243,1004,5377,FALSE,"2001-2005",195,960,665,"LOW"
"ANDHRA PRADESH","KURNOOL",2004,112,96,3,29,0,29,46,32,14,5,0,15,179,328,101,227,125,22,221,6,48,1271,6,242,157,230,0,357,1874,5372,FALSE,"2001-2005",303,608,635,"LOW"
"ANDHRA PRADESH","MAHABOOBNAGAR",2004,183,87,23,56,0,56,63,52,11,15,0,36,290,479,2,477,171,38,109,7,40,902,21,164,10,251,0,522,1078,4545,FALSE,"2001-2005",440,771,446,"LOW"
"ANDHRA PRADESH","MEDAK",2004,127,36,10,52,0,52,49,32,17,10,0,19,257,505,88,417,53,33,139,11,55,1888,41,86,54,229,0,449,686,4789,FALSE,"2001-2005",293,850,410,"LOW"
"ANDHRA PRADESH","NALGONDA",2004,118,59,5,46,0,46,72,57,15,4,0,26,205,401,83,318,115,26,156,5,69,1368,34,200,66,272,0,528,2234,6009,FALSE,"2001-2005",325,689,572,"HIGH"
"ANDHRA PRADESH","NELLORE",2004,94,248,13,107,0,107,72,55,17,49,0,40,421,873,219,654,263,24,307,2,62,1919,11,173,88,142,0,516,1623,7047,FALSE,"2001-2005",610,1513,414,"HIGH"
"ANDHRA PRADESH","NIZAMABAD",2004,96,54,27,24,0,24,56,19,37,14,0,29,349,360,36,324,81,20,174,3,40,1856,17,74,46,339,0,247,898,4804,FALSE,"2001-2005",273,745,476,"LOW"
"ANDHRA PRADESH","PRAKASHAM",2004,103,93,4,19,0,19,44,37,7,8,0,22,158,298,94,204,45,24,116,3,27,1473,6,130,24,146,0,296,842,3881,FALSE,"2001-2005",289,550,306,"LOW"
